1,0.0046,1,0
2,0.0026,2,0
3,0.002,3,0
4,0.0021,4,0
5,0.0021,5,0
6,0.0029,6,0
7,0.0022,7,0
8,0.0038,8,0
9,0.0028,9,0
10,0.0042,1,0
11,0.0042,2,0
12,0.0032,3,0
13,0.0028,4,0
14,0.003,5,0
15,0.0034,6,0
16,0.0026,7,0
17,0.0025,8,0
18,0.0027,9,0
19,0.0029,10,0
20,0.0028,2,0
21,0.0036,3,0
22,0.0069,4,0
23,0.005,5,0
24,0.0041,6,0
25,0.0033,1,0
26,0.0038,2,0
27,0.0053,3,0
28,0.0049,4,0
29,0.0058,5,0
30,0.0051,3,0
31,0.0042,4,0
32,0.0048,5,0
33,0.0042,6,0
34,0.0035,7,0
35,0.0033,2,0
36,0.0033,3,0
37,0.0032,4,0
38,0.0036,5,0
39,0.0052,6,0
40,0.0047,4,0
41,0.0038,5,0
42,0.0035,6,0
43,0.0035,7,0
44,0.0039,8,0
45,0.004,3,0
46,0.0037,4,0
47,0.0042,5,0
48,0.0041,6,0
49,0.0048,7,0
50,0.0049,2,0
51,0.0056,3,0
52,0.0054,4,0
53,0.0058,5,0
54,0.0041,6,0
55,0.0049,4,0
56,0.0046,5,0
57,0.0044,6,0
58,0.0044,7,0
59,0.0042,8,0
60,0.0042,3,0
61,0.0041,4,0
62,0.0043,5,0
63,0.0042,6,0
64,0.0044,7,0
65,0.0043,5,0
66,0.0045,6,0
67,0.0059,7,0
68,0.0063,8,0
69,0.0058,9,0
70,0.009,4,0
71,0.0091,5,0
72,0.0052,6,0
73,0.0062,7,0
74,0.0057,8,0
75,0.0046,3,0
76,0.0046,4,0
77,0.0045,5,0
78,0.0047,6,0
79,0.0046,7,0
80,0.0046,5,0
81,0.0046,6,0
82,0.0049,7,0
83,0.0061,8,0
84,0.005,9,0
85,0.005,4,0
86,0.0049,5,0
87,0.0061,6,0
88,0.0054,7,0
89,0.008,8,0
90,0.0094,6,0
91,0.0055,7,0
92,0.0053,8,0
93,0.0051,9,0
94,0.0053,10,0
95,0.0053,5,0
96,0.0052,6,0
97,0.0053,7,0
98,0.0055,8,0
99,0.0053,9,0
100,0.0055,4,0
101,0.0055,5,0
102,0.0054,6,0
103,0.0055,7,0
104,0.0062,8,0
105,0.0057,6,0
106,0.0057,7,0
107,0.0057,8,0
108,0.0057,9,0
109,0.0062,10,0
110,0.0073,5,0
111,0.0062,6,0
112,0.0064,7,0
113,0.0076,8,0
114,0.0254,9,0
115,0.0065,7,0
116,0.0061,8,0
117,0.0064,9,0
118,0.0071,10,0
119,0.0062,11,0
120,0.0061,6,0
121,0.0062,7,0
122,0.0063,8,0
123,0.0062,9,0
124,0.0063,10,0
125,0.0062,5,0
126,0.0067,6,0
127,0.0065,7,0
128,0.0067,8,0
129,0.0077,9,0
130,0.0094,7,0
131,0.0074,8,0
132,0.0078,9,0
133,0.0066,10,0
134,0.0072,11,0
135,0.0066,6,0
136,0.0067,7,0
137,0.0226,8,0
138,0.007,9,0
139,0.0223,10,0
140,0.007,8,0
141,0.007,9,0
142,0.007,10,0
143,0.0069,11,0
144,0.0071,12,0
145,0.007,7,0
146,0.0073,8,0
147,0.0233,9,0
148,0.0071,10,0
149,0.0119,11,0
150,0.0078,6,0
151,0.0096,7,0
152,0.0082,8,0
153,0.0078,9,0
154,0.0072,10,0
155,0.0075,8,0
156,0.0077,9,0
157,0.0073,10,0
158,0.0075,11,0
159,0.0117,12,0
160,0.0077,7,0
161,0.0302,8,0
162,0.0084,9,0
163,0.0084,10,0
164,0.0079,11,0
165,0.0078,9,0
166,0.0078,10,0
167,0.0079,11,0
168,0.0079,12,0
169,0.009,13,0
170,0.0086,8,0
171,0.0087,9,0
172,0.0091,10,0
173,0.0083,11,0
174,0.0084,12,0
175,0.0082,7,0
176,0.0082,8,0
177,0.0082,9,0
178,0.0084,10,0
179,0.0083,11,0
180,0.0085,9,0
181,0.0083,10,0
182,0.0084,11,0
183,0.0084,12,0
184,0.0085,13,0
185,0.0085,8,0
186,0.0085,9,0
187,0.0086,10,0
188,0.0087,11,0
189,0.0087,12,0
190,0.0089,10,0
191,0.0099,11,0
192,0.0284,12,0
193,0.0099,13,0
194,0.0093,14,0
195,0.0093,9,0
196,0.0095,10,0
197,0.0094,11,0
198,0.01,12,0
199,0.0094,13,0
200,0.0097,8,0
-1, 68.551,0 , 0
