3.864160e-02, 5, 200.000000, 4.000000e+02, 9.000000e+00, 0.000000e+00
8.178340e-02, 5, 400.000000, 8.000000e+02, 1.000000e+01, 0.000000e+00
1.314502e-01, 5, 600.000000, 1.200000e+03, 1.100000e+01, 0.000000e+00
1.777414e-01, 5, 800.000000, 1.600000e+03, 1.100000e+01, 0.000000e+00
2.297082e-01, 5, 1000.000000, 2.000000e+03, 1.100000e+01, 0.000000e+00
2.851416e-01, 5, 1200.000000, 2.400000e+03, 1.200000e+01, 0.000000e+00
3.370000e-01, 5, 1400.000000, 2.800000e+03, 1.200000e+01, 0.000000e+00
3.850584e-01, 5, 1600.000000, 3.200000e+03, 1.200000e+01, 0.000000e+00
4.443338e-01, 5, 1800.000000, 3.600000e+03, 1.200000e+01, 0.000000e+00
4.908248e-01, 5, 2000.000000, 4.000000e+03, 1.200000e+01, 0.000000e+00
5.513918e-01, 5, 2200.000000, 4.400000e+03, 1.300000e+01, 0.000000e+00
6.190250e-01, 5, 2400.000000, 4.800000e+03, 1.300000e+01, 0.000000e+00
6.628666e-01, 5, 2600.000000, 5.200000e+03, 1.300000e+01, 0.000000e+00
7.177000e-01, 5, 2800.000000, 5.600000e+03, 1.300000e+01, 0.000000e+00
7.694332e-01, 5, 3000.000000, 6.000000e+03, 1.300000e+01, 0.000000e+00
8.469585e-01, 5, 3200.000000, 6.400000e+03, 1.300000e+01, 0.000000e+00
9.005170e-01, 5, 3400.000000, 6.800000e+03, 1.300000e+01, 0.000000e+00
9.491332e-01, 5, 3600.000000, 7.200000e+03, 1.300000e+01, 0.000000e+00
1.015200e+00, 5, 3800.000000, 7.600000e+03, 1.300000e+01, 0.000000e+00
1.075841e+00, 5, 4000.000000, 8.000000e+03, 1.300000e+01, 0.000000e+00
1.123666e+00, 5, 4200.000000, 8.400000e+03, 1.400000e+01, 0.000000e+00
1.190500e+00, 5, 4400.000000, 8.800000e+03, 1.400000e+01, 0.000000e+00
1.248017e+00, 5, 4600.000000, 9.200000e+03, 1.400000e+01, 0.000000e+00
1.309725e+00, 5, 4800.000000, 9.600000e+03, 1.400000e+01, 0.000000e+00
1.361725e+00, 5, 5000.000000, 1.000000e+04, 1.400000e+01, 0.000000e+00
1.418008e+00, 5, 5200.000000, 1.040000e+04, 1.400000e+01, 0.000000e+00
1.481775e+00, 5, 5400.000000, 1.080000e+04, 1.400000e+01, 0.000000e+00
1.561175e+00, 5, 5600.000000, 1.120000e+04, 1.400000e+01, 0.000000e+00
1.602608e+00, 5, 5800.000000, 1.160000e+04, 1.400000e+01, 0.000000e+00
1.665484e+00, 5, 6000.000000, 1.200000e+04, 1.400000e+01, 0.000000e+00
1.719817e+00, 5, 6200.000000, 1.240000e+04, 1.400000e+01, 0.000000e+00
1.793908e+00, 5, 6400.000000, 1.280000e+04, 1.400000e+01, 0.000000e+00
1.876408e+00, 5, 6600.000000, 1.320000e+04, 1.400000e+01, 0.000000e+00
1.914275e+00, 5, 6800.000000, 1.360000e+04, 1.400000e+01, 0.000000e+00
1.973541e+00, 5, 7000.000000, 1.400000e+04, 1.400000e+01, 0.000000e+00
2.049567e+00, 5, 7200.000000, 1.440000e+04, 1.400000e+01, 0.000000e+00
2.103441e+00, 5, 7400.000000, 1.480000e+04, 1.400000e+01, 0.000000e+00
2.165742e+00, 5, 7600.000000, 1.520000e+04, 1.400000e+01, 0.000000e+00
2.233491e+00, 5, 7800.000000, 1.560000e+04, 1.400000e+01, 0.000000e+00
2.277592e+00, 5, 8000.000000, 1.600000e+04, 1.400000e+01, 0.000000e+00
2.356942e+00, 5, 8200.000000, 1.640000e+04, 1.500000e+01, 0.000000e+00
2.415242e+00, 5, 8400.000000, 1.680000e+04, 1.500000e+01, 0.000000e+00
2.489558e+00, 5, 8600.000000, 1.720000e+04, 1.500000e+01, 0.000000e+00
2.553125e+00, 5, 8800.000000, 1.760000e+04, 1.500000e+01, 0.000000e+00
2.613008e+00, 5, 9000.000000, 1.800000e+04, 1.500000e+01, 0.000000e+00
2.678534e+00, 5, 9200.000000, 1.840000e+04, 1.500000e+01, 0.000000e+00
2.741875e+00, 5, 9400.000000, 1.880000e+04, 1.500000e+01, 0.000000e+00
2.814933e+00, 5, 9600.000000, 1.920000e+04, 1.500000e+01, 0.000000e+00
2.861900e+00, 5, 9800.000000, 1.960000e+04, 1.500000e+01, 0.000000e+00
2.929283e+00, 5, 10000.000000, 2.000000e+04, 1.500000e+01, 0.000000e+00
2.976425e+00, 5, 10200.000000, 2.040000e+04, 1.500000e+01, 0.000000e+00
3.039891e+00, 5, 10400.000000, 2.080000e+04, 1.500000e+01, 0.000000e+00
3.109175e+00, 5, 10600.000000, 2.120000e+04, 1.500000e+01, 0.000000e+00
3.180725e+00, 5, 10800.000000, 2.160000e+04, 1.500000e+01, 0.000000e+00
3.236092e+00, 5, 11000.000000, 2.200000e+04, 1.500000e+01, 0.000000e+00
3.304900e+00, 5, 11200.000000, 2.240000e+04, 1.500000e+01, 0.000000e+00
3.380758e+00, 5, 11400.000000, 2.280000e+04, 1.500000e+01, 0.000000e+00
3.454733e+00, 5, 11600.000000, 2.320000e+04, 1.500000e+01, 0.000000e+00
3.511042e+00, 5, 11800.000000, 2.360000e+04, 1.500000e+01, 0.000000e+00
3.572892e+00, 5, 12000.000000, 2.400000e+04, 1.500000e+01, 0.000000e+00
3.623666e+00, 5, 12200.000000, 2.440000e+04, 1.500000e+01, 0.000000e+00
3.676925e+00, 5, 12400.000000, 2.480000e+04, 1.500000e+01, 0.000000e+00
3.746775e+00, 5, 12600.000000, 2.520000e+04, 1.500000e+01, 0.000000e+00
3.828450e+00, 5, 12800.000000, 2.560000e+04, 1.500000e+01, 0.000000e+00
